X	        Y		Z		Cp
5.5100E-04	1.9637E+00	-7.4630E-03	9.7625E-01
7.5200E-04	1.9637E+00	-7.9430E-03	9.9540E-01
9.9100E-04	1.9637E+00	-8.4500E-03	1.0104E+00
1.2730E-03	1.9637E+00	-8.9830E-03	1.0196E+00
1.6040E-03	1.9637E+00	-9.5440E-03	1.0230E+00
1.9930E-03	1.9637E+00	-1.0134E-02	1.0196E+00
2.4480E-03	1.9637E+00	-1.0753E-02	1.0092E+00
2.9790E-03	1.9637E+00	-1.1402E-02	9.9076E-01
3.5980E-03	1.9637E+00	-1.2080E-02	9.6488E-01
4.3170E-03	1.9637E+00	-1.2789E-02	9.3195E-01
5.1520E-03	1.9637E+00	-1.3528E-02	8.9216E-01
6.1200E-03	1.9637E+00	-1.4296E-02	8.4700E-01
7.2410E-03	1.9637E+00	-1.5093E-02	7.9763E-01
8.5350E-03	1.9637E+00	-1.5917E-02	7.4552E-01
1.0029E-02	1.9637E+00	-1.6767E-02	6.9112E-01
1.1751E-02	1.9637E+00	-1.7639E-02	6.3735E-01
1.3732E-02	1.9637E+00	-1.8532E-02	5.8428E-01
1.6010E-02	1.9637E+00	-1.9440E-02	5.3377E-01
1.8624E-02	1.9637E+00	-2.0360E-02	4.8577E-01
2.1621E-02	1.9637E+00	-2.1284E-02	4.3938E-01
2.5052E-02	1.9637E+00	-2.2208E-02	3.9595E-01
2.8973E-02	1.9637E+00	-2.3121E-02	3.5623E-01
3.3448E-02	1.9637E+00	-2.4015E-02	3.2119E-01
3.8546E-02	1.9637E+00	-2.4879E-02	2.8995E-01
4.4345E-02	1.9637E+00	-2.5701E-02	2.6253E-01
5.0926E-02	1.9637E+00	-2.6467E-02	2.3897E-01
5.8380E-02	1.9637E+00	-2.7163E-02	2.1881E-01
6.6802E-02	1.9637E+00	-2.7772E-02	2.0202E-01
7.6294E-02	1.9637E+00	-2.8278E-02	1.8824E-01
8.6961E-02	1.9637E+00	-2.8662E-02	1.7727E-01
9.8910E-02	1.9637E+00	-2.8908E-02	1.6913E-01
1.1225E-01	1.9637E+00	-2.9000E-02	1.6304E-01
1.2708E-01	1.9637E+00	-2.8921E-02	1.5914E-01
1.4350E-01	1.9637E+00	-2.8661E-02	1.5711E-01
1.6160E-01	1.9637E+00	-2.8210E-02	1.5665E-01
1.8144E-01	1.9637E+00	-2.7568E-02	1.5753E-01
2.0307E-01	1.9637E+00	-2.6738E-02	1.5934E-01
2.2651E-01	1.9637E+00	-2.5734E-02	1.6193E-01
